lemma	pos	attributes
ilgilenmek	NOUN	-
ilgili	ADJ	-
ilgili	NOUN	-
ilgililik	NOUN	VOICING
ilginç	ADJ	VOICING
ilginçleş	VERB	-
ilginçleşme	NOUN	-
ilginçlik	NOUN	VOICING
ilgisiz	ADJ	-
ilgisiz	ADV	-
ilgisizce	ADV	-
ilgisizcesine	ADV	-
ilgisizlik	NOUN	VOICING
ilhak	NOUN	-
ilham	NOUN	-
ilhan	NOUN	-
ilhanlık	NOUN	VOICING
ilik	NOUN	VOICING
ilikle	VERB	-
ilikleme	NOUN	-
iliklen	VERB	-
ilikleniş	NOUN	-
iliklenme	NOUN	-
ilikleyiş	NOUN	-
ilikli	ADJ	-
ilikli	NOUN	-
iliksi	ADJ	-
iliksiz	ADJ	-
ilikçi	NOUN	-
ilikçilik	NOUN	VOICING
ilim	NOUN	-
ilimci	ADJ	-
ilimcilik	NOUN	VOICING
ilimsiz	ADJ	-
ilimsizlik	NOUN	VOICING
ilinek	NOUN	VOICING
ilineksel	ADJ	-
ilinti	NOUN	-
ilintile	VERB	-
ilintileme	NOUN	-
ilintilemek	NOUN	-
ilintili	ADJ	-
ilintililik	NOUN	VOICING
ilintisiz	ADJ	-
ilintisizlik	NOUN	VOICING
ilistir	NOUN	-
iliş	VERB	-
ilişik	ADJ	VOICING
ilişik	NOUN	VOICING
ilişikli	ADJ	-
ilişiklik	NOUN	VOICING
ilişiklilik	NOUN	VOICING
ilişiksiz	ADJ	-
ilişiksizlik	NOUN	VOICING
ilişil	VERB	-
ilişilme	NOUN	-
ilişim	NOUN	-
ilişiver	VERB	-
ilişiverme	NOUN	-
ilişken	NOUN	-
ilişkenli	ADJ	-
ilişki	NOUN	-
ilişkilendir	VERB	-
ilişkilendirebil	VERB	-
ilişkilendirebilme	NOUN	-
ilişkilendirebilmek	NOUN	-
ilişkilendirme	NOUN	-
ilişkili	ADJ	-
ilişkililik	NOUN	VOICING
ilişkin	NOUN	-
ilişkin	POSTP	-
ilişkinlik	NOUN	VOICING
ilişkisel	ADJ	-
ilişkisiz	ADJ	-
ilişkisizlik	NOUN	VOICING
ilişme	NOUN	-
ilişmek	NOUN	-
iliştir	VERB	-
iliştirebil	VERB	-
iliştirebilme	NOUN	-
iliştirebilmek	NOUN	-
iliştiril	VERB	-
iliştirilebil	VERB	-
iliştirilebilme	NOUN	-
iliştirilme	NOUN	-
iliştiriver	VERB	-
iliştiriverme	NOUN	-
iliştirme	NOUN	-
iliştirmek	NOUN	-
ilk	ADJ	-
ilk	ADV	-
ilk	NOUN	-
ilkah	NOUN	-
ilkbahar	NOUN	-
ilke	NOUN	-
ilkeci	NOUN	-
ilkecilik	NOUN	VOICING
ilkel	ADJ	-
ilkel	NOUN	-
ilkelce	ADJ	-
ilkelce	ADV	-
ilkelci	ADJ	-
ilkelcilik	NOUN	VOICING
ilkeleş	VERB	-
ilkeleşme	NOUN	-
ilkeleştir	VERB	-
ilkeleştirme	NOUN	-
ilkelleş	VERB	-
ilkelleşme	NOUN	-
ilkelleşmek	NOUN	-
ilkelleştir	VERB	-
ilkelleştirme	NOUN	-
ilkellik	NOUN	VOICING
ilkesel	ADJ	-
ilkesellik	NOUN	VOICING
ilkgüz	NOUN	-
ilkin	ADV	-
ilklik	NOUN	VOICING
ilkokul	NOUN	-
ilkten	ADV	-
ilkyaz	NOUN	-
ilköğrenim	NOUN	-
ilköğretim	NOUN	-
illa	ADV	-
illa	NOUN	-
illaki	ADV	-
illallah	INTERJ	-
ille	ADV	-
illegal	ADJ	-
illegallik	NOUN	VOICING
illet	ADJ	-
illet	NOUN	-
illetli	ADJ	-
illetli	NOUN	-
illetlilik	NOUN	VOICING
illiyet	NOUN	-
illî	ADJ	-
illüstrasyon	NOUN	-
illüzyon	NOUN	-
illüzyonist	NOUN	-
illüzyonizm	NOUN	-
ilme	NOUN	-
ilmek	NOUN	VOICING
ilmekle	VERB	-
ilmekleme	NOUN	-
ilmekli	ADJ	-
ilmekli	NOUN	-
ilmeksiz	ADJ	-
ilmeksiz	NOUN	-
ilmiahlak	NOUN	-
ilmihâl	NOUN	-
ilmik	NOUN	VOICING
ilmikle	VERB	-
ilmikleme	NOUN	-
ilmiklen	VERB	-
ilmiklenme	NOUN	-
ilmikli	ADJ	-
ilmiksiz	ADJ	-
ilmiye	NOUN	-
ilmî	ADJ	-
ilmîlik	NOUN	VOICING
ilmühaber	NOUN	-
ilsizleş	VERB	-
ilsizleşme	NOUN	-
iltibas	NOUN	-
iltica	NOUN	-
iltifat	NOUN	-
iltifatkâr	ADJ	-
iltifatlı	ADJ	-
iltihabi	ADJ	-
iltihak	NOUN	-
iltihap	NOUN	VOICING
iltihaplan	VERB	-
iltihaplanma	NOUN	-
iltihaplı	ADJ	-
iltihapsız	ADJ	-
iltimas	NOUN	-
iltimaslı	ADJ	-
iltimaslı	NOUN	-
iltimasçı	NOUN	-
iltimasçılık	NOUN	VOICING
iltisak	NOUN	-
iltisaki	ADJ	-
iltisaki	NOUN	-
iltisaklı	ADJ	-
iltisaklı	NOUN	-
iltizam	NOUN	-
iltizamcı	NOUN	-
iltizamcılık	NOUN	VOICING
iltizami	ADJ	-
ilzam	NOUN	-
ilçe	NOUN	-
ilçebay	NOUN	-
ilçeli	ADJ	-
im	NOUN	-
ima	NOUN	-
imaj	NOUN	-
imajinasyon	NOUN	-
imal	NOUN	-
imalat	NOUN	-
imalathane	NOUN	-
imalatçı	NOUN	-
imalatçılık	NOUN	VOICING
imale	NOUN	-
imalı	ADJ	-
imam	NOUN	-
imambayıldı	NOUN	-
imame	NOUN	-
imameci	NOUN	-
imamet	NOUN	-
imamevi	NOUN	-
imamkayığı	NOUN	-
imamlık	NOUN	VOICING
imamsuyu	NOUN	-
iman	NOUN	-
imaniye	NOUN	-
imanlı	ADJ	-
imanlı	NOUN	-
imanlıca	ADV	-
imanlılık	NOUN	VOICING
imansız	ADJ	-
imansız	NOUN	-
imansızca	ADV	-
imansızlık	NOUN	VOICING
imanım	NOUN	-
imar	NOUN	-
imarcı	NOUN	-
imarcılık	NOUN	VOICING
imaret	NOUN	-
imarethane	NOUN	-
imbat	NOUN	-
imbik	NOUN	VOICING
imdat	INTERJ	VOICING
imdat	NOUN	VOICING
imdatçı	NOUN	-
imdi	ADV	-
imdi	NOUN	-
imece	NOUN	-
imge	NOUN	-
imgeci	ADJ	-
imgecilik	NOUN	VOICING
imgele	VERB	-
imgelem	NOUN	-
imgeleme	NOUN	-
imgelen	VERB	-
imgelenme	NOUN	-
imgeli	ADJ	-
imgesel	ADJ	-
imgesellik	NOUN	VOICING
imha	NOUN	-
imik	NOUN	VOICING
imitasyon	NOUN	-
imişçesine	POSTP	-
imkân	NOUN	-
imkânsız	ADJ	-
imkânsızca	ADV	-
imkânsızlaş	VERB	-
imkânsızlaşma	NOUN	-
imkânsızlaştır	VERB	-
imkânsızlaştırma	NOUN	-
imkânsızlık	NOUN	VOICING
imla	NOUN	-
imle	VERB	-
imlek	NOUN	VOICING
imleme	NOUN	-
imlemek	NOUN	-
imleç	NOUN	VOICING
imlik	NOUN	VOICING
immoral	ADJ	-
immoralizm	NOUN	-
immün	ADJ	-
immünoloji	NOUN	-
immünolojik	ADJ	-
immünolojist	NOUN	-
imparator	NOUN	-
imparatoriçe	NOUN	-
imparatoriçelik	NOUN	VOICING
imparatorluk	NOUN	VOICING
implant	NOUN	-
imrahor	NOUN	-
imren	NOUN	-
imren	VERB	-
imrence	NOUN	-
imrendir	VERB	-
imrendirme	NOUN	-
imrenil	VERB	-
imrenilme	NOUN	-
imreniş	NOUN	-
imrenme	NOUN	-
imrenmek	NOUN	-
imrenti	NOUN	-
imroz	NOUN	-
imsak	NOUN	-
imsakiye	NOUN	-
imtihan	NOUN	-
imtihansız	ADV	-
imtina	NOUN	-
imtisal	NOUN	-
imtisas	NOUN	-
imtiyaz	NOUN	-
imtiyazlı	ADJ	-
imtiyazlıca	ADV	-
imtiyazlılık	NOUN	VOICING
imtiyazsız	ADJ	-
imtiyazsızca	ADV	-
imtiyazsızlık	NOUN	VOICING
imtizaç	NOUN	VOICING
imtizaçlı	ADJ	-
imtizaçsız	ADJ	-
imtizaçsızlık	NOUN	VOICING
imza	NOUN	-
imzala	VERB	-
imzalama	NOUN	-
imzalamak	NOUN	-
imzalan	VERB	-
imzalanma	NOUN	-
imzalanış	NOUN	-
imzalat	VERB	-
imzalatabil	VERB	-
imzalatabilme	NOUN	-
imzalatma	NOUN	-
imzalatılabil	VERB	-
imzalatılabilme	NOUN	-
imzalayabil	VERB	-
imzalayabilme	NOUN	-
imzalayış	NOUN	-
imzalı	ADJ	-
imzalı	ADV	-
imzalı	NOUN	-
imzasız	ADJ	-
imzasız	NOUN	-
imzasızlık	NOUN	VOICING
in	NOUN	-
in	VERB	-
inadına	ADV	-
inadına	NOUN	-
inak	NOUN	VOICING
inaksal	ADJ	-
inakçı	ADJ	-
inakçılık	NOUN	VOICING
inal	NOUN	-
inam	NOUN	-
inan	NOUN	-
inan	VERB	-
inanabil	VERB	-
inanabilme	NOUN	-
inanca	NOUN	-
inancı	ADJ	-
inancılık	NOUN	VOICING
inandır	VERB	-
inandırabil	VERB	-
inandırabilme	NOUN	-
inandırabilmek	NOUN	-
inandırma	NOUN	-
inandırıcı	ADJ	-
inandırıcılık	NOUN	VOICING
inandırıl	VERB	-
inandırılma	NOUN	-
inandırıver	VERB	-
inandırıverme	NOUN	-
inanlı	ADJ	-
inanma	NOUN	-
inanmak	NOUN	-
inanmamazlık	NOUN	VOICING
inanmazlık	NOUN	VOICING
inansız	ADJ	-
inansızlık	NOUN	VOICING
inanç	NOUN	VOICING
inançlı	ADJ	-
inançlıca	ADV	-
inançlılık	NOUN	VOICING
inançsız	ADJ	-
inançsızca	ADV	-
inançsızlık	NOUN	VOICING
inanıl	VERB	-
inanılma	NOUN	-
inanılmaz	ADJ	-
inanılmaz	NOUN	-
inanılmazlık	NOUN	VOICING
inanırlık	NOUN	VOICING
inanıver	VERB	-
inanıverme	NOUN	-
inanış	NOUN	-
inat	ADJ	VOICING
inat	NOUN	VOICING
inatla	ADV	-
inatlaş	VERB	-
inatlaşma	NOUN	-
inatlık	NOUN	VOICING
inatçı	ADJ	-
inatçılık	NOUN	VOICING
inayet	NOUN	-
ince	ADJ	-
ince	NOUN	-
incecik	ADJ	-
incecikten	ADV	-
inceden	ADJ	-
inceden	NOUN	-
incekara	NOUN	-
incel	VERB	-
incele	VERB	-
incelebil	VERB	-
incelebilme	NOUN	-
incelebilmek	NOUN	-
inceleme	NOUN	-
incelemeci	NOUN	-
incelemecilik	NOUN	VOICING
incelen	VERB	-
incelenebil	VERB	-
incelenebilme	NOUN	-
inceleniş	NOUN	-
incelenme	NOUN	-
incelet	VERB	-
inceletebil	VERB	-
inceletebilme	NOUN	-
inceletebilmek	NOUN	-
inceletiş	NOUN	-
inceletme	NOUN	-
incelettir	VERB	-
incelettirme	NOUN	-
inceleyebil	VERB	-
inceleyebilme	NOUN	-
inceleyebilmek	NOUN	-
inceleyici	NOUN	-
inceleyicilik	NOUN	VOICING
inceleyiş	NOUN	-
incelik	NOUN	VOICING
inceliş	NOUN	-
incelme	NOUN	-
incelmek	NOUN	-
incelt	VERB	-
inceltebil	VERB	-
inceltebilme	NOUN	-
inceltebilmek	NOUN	-
inceltici	NOUN	-
inceltiş	NOUN	-
inceltme	NOUN	-
inceltmek	NOUN	-
incerek	ADJ	-
inci	ADJ	-
inci	NOUN	-
incik	NOUN	VOICING
incili	ADJ	-
incin	VERB	-
inciniş	NOUN	-
incinme	NOUN	-
incir	NOUN	-
incirlik	NOUN	VOICING
inciruyutması	NOUN	-
incit	VERB	-
incitebil	VERB	-
incitebilme	NOUN	-
incitici	ADJ	-
incitil	VERB	-
incitilme	NOUN	-
incitiş	NOUN	-
incitme	NOUN	-
incitmebeni	NOUN	-
incitmek	NOUN	-
incizap	NOUN	VOICING
indeks	NOUN	-
indeterminist	ADJ	-
indeterminizm	NOUN	-
indi	ADJ	-
indibindi	NOUN	-
indifa	NOUN	-
indifai	ADJ	-
indifai	NOUN	-
indikatör	NOUN	-
indinde	ADV	-
indir	VERB	-
indirebil	VERB	-
indirebilme	NOUN	-
indirebilmek	NOUN	-
indirge	VERB	-
indirgeme	NOUN	-
indirgen	ADJ	-
indirgen	VERB	-
indirgenebilir	ADJ	-
indirgenebilirlik	NOUN	VOICING
indirgeniş	NOUN	-
indirgenlik	NOUN	VOICING
indirgenme	NOUN	-
indirgeyebil	VERB	-
indirgeyebilme	NOUN	-
indirgeyici	NOUN	-
indirgeyiş	NOUN	-
indiril	VERB	-
indiriliş	NOUN	-
indirilme	NOUN	-
indirim	NOUN	-
indirimli	ADJ	-
indirimsiz	ADJ	-
indirimsizlik	NOUN	VOICING
indiriver	VERB	-
indiriverme	NOUN	-
indiriş	NOUN	-
indirme	NOUN	-
indirmek	NOUN	-
indirmelik	NOUN	VOICING
indirt	VERB	-
indirtebil	VERB	-
indirtebilme	NOUN	-
indirtebilmek	NOUN	-
indirtme	NOUN	-
indis	NOUN	-
individüalist	ADJ	-
individüalizm	NOUN	-
indiyum	NOUN	-
indükle	VERB	-
indükleme	NOUN	-
indükleç	NOUN	VOICING
indükleçli	ADJ	-
inebil	VERB	-
inebilme	NOUN	-
inebilmek	NOUN	-
inebolukütüğü	NOUN	-
inek	ADJ	VOICING
inek	NOUN	VOICING
inekhane	NOUN	-
inekle	VERB	-
inekleme	NOUN	-
inekli	ADJ	-
ineklik	NOUN	VOICING
inekçi	NOUN	-
inekçilik	NOUN	VOICING
ineç	NOUN	VOICING
infak	NOUN	-
infaz	NOUN	-
infazcı	NOUN	-
infazcılık	NOUN	VOICING
infial	NOUN	-
infilak	NOUN	-
infinitezimal	ADJ	-
infirak	NOUN	-
infirat	NOUN	VOICING
infiratçı	ADJ	-
infiratçılık	NOUN	VOICING
infisah	NOUN	-
infografik	NOUN	VOICING
informel	ADJ	-
informel	NOUN	-
ingin	ADJ	-
ingin	NOUN	-
inginlik	NOUN	VOICING
inha	NOUN	-
inhibitör	NOUN	-
inhidam	NOUN	-
inhilal	NOUN	-
inhimak	NOUN	-
inhina	NOUN	-
inhiraf	NOUN	-
inhisar	NOUN	-
inhisarcı	NOUN	-
inhisarcılık	NOUN	VOICING
inhitat	NOUN	-
ini	NOUN	-
inik	ADJ	-
inik	ADV	-
inikat	NOUN	VOICING
inikâs	NOUN	-
inil	VERB	-
inilde	VERB	-
inildeme	NOUN	-
inildeyiş	NOUN	-
inilme	NOUN	-
inilti	NOUN	-
iniltili	ADJ	-
inisiyatif	NOUN	-
inisyal	NOUN	-
iniver	VERB	-
iniverme	NOUN	-
iniş	NOUN	-
inişli	ADJ	-
inkisar	NOUN	-
inkisarıhayal	NOUN	-
inkişaf	NOUN	-
inkâr	NOUN	-
inkârcı	ADJ	-
inkârcılık	NOUN	VOICING
inkübatör	NOUN	-
inkıbaz	NOUN	-
inkılap	NOUN	VOICING
inkılapçı	NOUN	-
inkılapçılık	NOUN	VOICING
inkıraz	NOUN	-
inkısam	NOUN	-
inkıta	NOUN	-
inkıyat	NOUN	VOICING
inle	VERB	-
inleme	NOUN	-
inlemek	NOUN	-
inlet	VERB	-
inletme	NOUN	-
inletmek	NOUN	-
inleyebil	VERB	-
inleyebilme	NOUN	-
inleyiş	NOUN	-
inme	NOUN	-
inmek	NOUN	-
inmeli	ADJ	-
inorganik	ADJ	VOICING
inorganik	NOUN	VOICING
inovasyon	NOUN	-
inovatif	NOUN	-
insaf	INTERJ	-
insaf	NOUN	-
insaflı	ADJ	-
insaflıca	ADV	-
insaflılık	NOUN	VOICING
insafsız	ADJ	-
insafsız	ADV	-
insafsızca	ADV	-
insafsızca	NOUN	-
insafsızcasına	ADV	-
insafsızlık	NOUN	VOICING
insan	NOUN	-
insanca	ADJ	-
insanca	ADV	-
insancasına	ADV	-
insancı	ADJ	-
insancıl	ADJ	-
insancıl	NOUN	-
insancıllaş	VERB	-
insancıllaşma	NOUN	-
insancıllık	NOUN	VOICING
insancılık	NOUN	VOICING
insangiller	NOUN	-
insani	ADJ	-
insani	NOUN	-
insaniyet	NOUN	-
insaniyetli	ADJ	-
insaniyetlilik	NOUN	VOICING
insaniyetsiz	ADJ	-
insaniyetsizlik	NOUN	VOICING
insaniçinci	ADJ	-
insaniçincilik	NOUN	VOICING
insanlaş	VERB	-
insanlaşma	NOUN	-
insanlı	ADJ	-
insanlık	NOUN	VOICING
insanlılık	NOUN	VOICING
insanmerkezci	ADJ	-
insanmerkezcilik	NOUN	VOICING
insanoğlu	NOUN	-
insansever	ADJ	-
insanseverlik	NOUN	VOICING
insansı	ADJ	-
insansılar	NOUN	-
insansılık	NOUN	VOICING
insansız	ADJ	-
insansızlık	NOUN	VOICING
insanüstü	ADJ	-
insanımsı	ADJ	-
insanımsılar	NOUN	-
insanımsılık	NOUN	VOICING
insektaryum	NOUN	-
insicam	NOUN	-
insicamlı	ADJ	-
insicamlılık	NOUN	VOICING
insicamsız	ADJ	-
insicamsızlık	NOUN	VOICING
insiraf	NOUN	-
insirafi	ADJ	-
insiyak	NOUN	-
insiyaki	ADJ	-
insolent	ADJ	-
insülin	NOUN	-
intak	NOUN	-
intan	NOUN	-
intani	ADJ	-
intani	NOUN	-
intaniye	NOUN	-
intaniyeci	NOUN	-
intaç	NOUN	VOICING
integral	NOUN	-
integralleme	NOUN	-
integrasyon	NOUN	-
intelijans	NOUN	-
intelijansiya	NOUN	-
interaktif	ADJ	-
interaktiflik	NOUN	VOICING
interferometre	NOUN	-
interferometri	NOUN	-
interferon	NOUN	-
interkinez	NOUN	-
interkoneksiyon	NOUN	-
intermezzo	NOUN	-
intern	NOUN	-
internet	NOUN	-
internship	NOUN	-
inti	NOUN	-
intiba	NOUN	-
intibah	NOUN	-
intibak	NOUN	-
intibaksız	ADJ	-
intibaksızlık	NOUN	VOICING
intifa	NOUN	-
intifada	NOUN	-
intiha	NOUN	-
intihabat	NOUN	-
intihal	NOUN	-
intihalci	NOUN	-
intihalcilik	NOUN	VOICING
intihap	NOUN	VOICING
intihar	NOUN	-
intikal	NOUN	-
intikam	NOUN	-
intikamcı	ADJ	-
intikamcılık	NOUN	VOICING
intisap	NOUN	VOICING
intizam	NOUN	-
intizamlı	ADV	-
intizamlıca	ADV	-
intizamlılık	NOUN	-
intizamperver	ADJ	-
intizamsız	ADJ	-
intizamsızca	ADV	-
intizamsızlık	NOUN	VOICING
intizar	NOUN	-
intişar	NOUN	-
intranet	NOUN	-
inzal	NOUN	-
inzibat	NOUN	-
inzibati	ADJ	-
inzibatlık	NOUN	VOICING
inzibatsız	ADJ	-
inzibatsızlık	NOUN	VOICING
inzimam	NOUN	-
inziva	NOUN	-
inç	NOUN	VOICING
inşa	NOUN	-
inşaat	NOUN	-
inşaatçı	NOUN	-
inşaatçılık	NOUN	VOICING
inşallah	INTERJ	-
inşat	NOUN	VOICING
inşirah	NOUN	-
ip	NOUN	-
ipek	ADJ	VOICING
ipek	NOUN	VOICING
ipeka	NOUN	-
ipekhane	NOUN	-
ipekli	ADJ	-
ipeksi	ADJ	-
ipekçi	NOUN	-
ipekçilik	NOUN	VOICING
ipeğimsi	ADJ	-
ipham	NOUN	-
ipilde	VERB	-
ipildeme	NOUN	-
ipile	VERB	-
ipileme	NOUN	-
ipilti	NOUN	-
ipince	ADJ	-
ipipullah	NOUN	-
ipka	NOUN	-
iple	VERB	-
iplicik	NOUN	VOICING
iplik	NOUN	VOICING
iplikhane	NOUN	-
ipliklen	VERB	-
ipliklenme	NOUN	-
ipliksi	ADJ	-
iplikçi	NOUN	-
iplikçik	NOUN	VOICING
iplikçilik	NOUN	VOICING
ipliğimsi	ADJ	-
ipotek	NOUN	VOICING
ipotekle	VERB	-
ipotekleme	NOUN	-
ipotekli	ADJ	-
ipsi	ADJ	-
ipsiler	NOUN	-
ipsiz	ADJ	-
ipsiz	NOUN	-
ipsizlik	NOUN	VOICING
iptal	NOUN	-
iptida	ADV	-
iptida	NOUN	-
iptidai	ADJ	-
iptidai	NOUN	-
iptidailik	NOUN	VOICING
iptidaları	ADV	-
iptila	NOUN	-
iptizal	NOUN	-
ipucu	NOUN	-
ipçi	NOUN	-
ipçik	NOUN	VOICING
ipçilik	NOUN	VOICING
irade	NOUN	-
iradeci	ADJ	-
iradecilik	NOUN	VOICING
iradeli	ADJ	-
iradeli	NOUN	-
iradelilik	NOUN	VOICING
iradesiz	ADJ	-
iradesiz	NOUN	-
iradesizce	ADV	-
iradesizlik	NOUN	VOICING
iradi	ADJ	-
iradiye	NOUN	-
iradımesel	NOUN	-
irap	NOUN	VOICING
irat	NOUN	VOICING
irca	NOUN	-
irdele	VERB	-
irdeleme	NOUN	-
irdelen	VERB	-
irdeleniş	NOUN	-
irdelenme	NOUN	-
irdeleyebil	VERB	-
irdeleyebilme	NOUN	-
irdeleyiş	NOUN	-
irfan	NOUN	-
irfanlı	ADJ	-
iri	ADJ	-
iri	NOUN	-
iribaş	NOUN	-
irice	ADJ	-
iridyum	NOUN	-
irileş	VERB	-
irileşme	NOUN	-
irileştir	VERB	-
irileştirme	NOUN	-
irilik	NOUN	VOICING
irin	NOUN	-
irinlen	VERB	-
irinlenme	NOUN	-
irinli	ADJ	-
irinsiz	ADJ	-
irinti	NOUN	-
iris	NOUN	-
irite	NOUN	-
irk	VERB	-
irkebil	VERB	-
irkebilme	NOUN	-
irkil	VERB	-
irkiliş	NOUN	-
irkilme	NOUN	-
irkilmek	NOUN	-
irkilt	VERB	-
irkilteç	NOUN	VOICING
irkilti	NOUN	-
irkiltme	NOUN	-
irkinti	NOUN	-
irkme	NOUN	-
irkmek	NOUN	-
irmik	NOUN	VOICING
ironi	NOUN	-
ironik	ADJ	-
ironiklik	NOUN	VOICING
irrasyonalist	ADJ	-
irrasyonalizm	NOUN	-
irrasyonel	ADJ	-
irrealist	ADJ	-
irredantist	ADJ	-
irredantizm	NOUN	-
irs	NOUN	-
irsal	NOUN	-
irsaliye	NOUN	-
irsen	ADV	-
irsiyet	NOUN	-
irsî	ADJ	-
irtibat	NOUN	-
irtibatlı	ADJ	-
irtibatlılık	NOUN	VOICING
irtibatsız	ADJ	-
irtibatsızlık	NOUN	VOICING
irtica	NOUN	-
irticai	ADJ	-
irtical	NOUN	-
irticalen	ADV	-
irticalî	ADV	-
irtidat	NOUN	VOICING
irtifa	NOUN	-
irtifak	NOUN	-
irtihal	NOUN	-
irtikâp	NOUN	VOICING
irtisam	NOUN	-
irtişa	NOUN	-
irşat	NOUN	VOICING
is	NOUN	-
isabet	INTERJ	-
isabet	NOUN	-
isabetli	ADJ	-
isabetlilik	NOUN	VOICING
isabetsiz	ADJ	-
isabetsizlik	NOUN	VOICING
isal	NOUN	-
isale	NOUN	-
isfendan	ADJ	-
isfendan	NOUN	-
ishal	NOUN	-
ishalli	ADJ	-
isilik	NOUN	VOICING
isim	NOUN	-
isimci	ADJ	-
isimcilik	NOUN	VOICING
isimlen	VERB	-
isimlendir	VERB	-
isimlendirebil	VERB	-
isimlendirebilme	NOUN	-
isimlendiril	VERB	-
isimlendirilebil	VERB	-
isimlendirilebilme	NOUN	-
isimlendiriliş	NOUN	-
isimlendirilme	NOUN	-
isimlendiriver	VERB	-
isimlendiriverme	NOUN	-
isimlendiriş	NOUN	-
isimlendirme	NOUN	-
isimlenme	NOUN	-
isimleş	VERB	-
isimleşme	NOUN	-
isimleştir	VERB	-
isimleştirme	NOUN	-
isimli	ADJ	-
isimlik	NOUN	VOICING
isimlilik	NOUN	VOICING
isimsiz	ADJ	-
isimsizlik	NOUN	VOICING
iskalarya	NOUN	-
iskambil	NOUN	-
iskandil	NOUN	-
iskarpela	NOUN	-
iskarpin	NOUN	-
iskarto	NOUN	-
iskele	NOUN	-
iskelet	ADJ	-
iskelet	NOUN	-
iskemle	NOUN	-
iskerlet	NOUN	-
iskete	NOUN	-
iskonto	NOUN	-
iskontolu	ADJ	-
iskontolu	NOUN	-
iskontosuz	ADJ	-
iskorbüt	NOUN	-
iskorpit	NOUN	-
iskorpitgiller	NOUN	-
iskorçina	NOUN	-
iskota	NOUN	-
iskân	NOUN	-
isle	VERB	-
isleme	NOUN	-
islen	VERB	-
islenme	NOUN	-
isli	ADJ	-
isli	ADV	-
islim	NOUN	-
ismen	ADV	-
ismet	NOUN	-
ismetli	ADJ	-
ismetli	NOUN	-
ismetsiz	ADJ	-
ismetsiz	NOUN	-
isnaden	ADV	-
isnat	NOUN	VOICING
isot	NOUN	-
ispalya	NOUN	-
ispanya	NOUN	-
ispanyolet	NOUN	-
ispari	NOUN	-
ispat	NOUN	-
ispati	NOUN	-
ispatla	VERB	-
ispatlama	NOUN	-
ispatlamak	NOUN	-
ispatlan	VERB	-
ispatlandır	VERB	-
ispatlandırma	NOUN	-
ispatlandırmak	NOUN	-
ispatlanma	NOUN	-
ispatlanmak	NOUN	-
ispatlanış	NOUN	-
ispatlayabil	VERB	-
ispatlayabilme	NOUN	-
ispatlayabilmek	NOUN	-
ispatlayış	NOUN	-
ispatlı	ADJ	-
ispatlı	NOUN	-
ispatsız	ADJ	-
ispatsız	NOUN	-
ispatsızlık	NOUN	VOICING
ispendek	NOUN	VOICING
ispenç	NOUN	VOICING
ispençiyari	NOUN	-
ispermeçet	NOUN	-
ispinoz	NOUN	-
ispinozgiller	NOUN	-
ispir	NOUN	-
ispiralya	NOUN	-
ispirto	NOUN	-
ispirtocu	NOUN	-
ispirtoculuk	NOUN	VOICING
ispirtolu	ADJ	-
ispirtoluk	NOUN	VOICING
ispirtosuz	ADJ	-
ispit	NOUN	-
ispiyon	NOUN	-
ispiyoncu	NOUN	-
ispiyonculuk	NOUN	VOICING
ispiyonla	VERB	-
ispiyonlama	NOUN	-
ispiyonlan	VERB	-
ispiyonlanma	NOUN	-
ispiyonlat	VERB	-
ispiyonlatma	NOUN	-
ispritizma	NOUN	-
ispritizmacı	ADJ	-
ispritizmacılık	NOUN	VOICING
israf	NOUN	-
istadya	NOUN	-
istanbulin	NOUN	-
istasyon	NOUN	-
istatistik	NOUN	VOICING
istatistiki	ADJ	-
istatistiksel	ADJ	-
istatistikçi	NOUN	-
istatistikçilik	NOUN	VOICING
istavrit	NOUN	-
istavroz	NOUN	-
iste	VERB	-
istek	NOUN	VOICING
isteka	NOUN	-
isteklen	VERB	-
isteklendir	VERB	-
isteklendirici	ADJ	-
isteklendirme	NOUN	-
istekleniş	NOUN	-
isteklenme	NOUN	-
istekli	ADJ	-
isteklilik	NOUN	VOICING
isteksiz	ADJ	-
isteksiz	ADV	-
isteksizce	ADV	-
isteksizlik	NOUN	VOICING
istem	NOUN	-
isteme	NOUN	-
istemek	NOUN	-
istemli	ADJ	-
istemli	NOUN	-
istemlilik	NOUN	VOICING
istemseme	NOUN	-
istemsiz	ADJ	-
istemsiz	NOUN	-
istemsizlik	NOUN	VOICING
isten	VERB	-
istenil	VERB	-
istenilebil	VERB	-
istenilebilme	NOUN	-
istenilme	NOUN	-
isteniş	NOUN	-
istenme	NOUN	-
istenmek	NOUN	-
istenç	NOUN	VOICING
istençli	ADJ	-
istençlilik	NOUN	VOICING
istençsiz	ADJ	-
istençsiz	NOUN	-
istençsizce	ADV	-
istençsizlik	NOUN	VOICING
istenççi	ADJ	-
istenççilik	NOUN	VOICING
ister	CONJ	-
ister	NOUN	-
isteri	NOUN	-
isterik	ADJ	-
istet	VERB	-
istetiş	NOUN	-
istetme	NOUN	-
istettir	VERB	-
istettirme	NOUN	-
isteyebil	VERB	-
isteyebilme	NOUN	-
isteyiş	NOUN	-
isteş	VERB	-
isteşme	NOUN	-
istiane	NOUN	-
istiap	NOUN	VOICING
istiare	NOUN	-
istibat	NOUN	VOICING
istibdat	NOUN	VOICING
